latitude,longitude,cluster_id,ttm_avg_rate_business,avg_rating,num_reviews,total_amenities,amenity_premium_index,amenity_utility_index
-37.8167,144.9661,0,153.89999999999995,4.7942857142857145,4.736198448394496,30,2.001074843022316,18
35.0525,135.7301,3,84.7,4.872857142857143,5.594711379601839,39,3.003077270947372,15
36.1714,-115.1685,2,282.19999999999993,4.651428571428572,5.755742213586912,32,5.001441198762476,18
50.8518,4.3553,1,102.19999999999999,4.7871428571428565,4.343805421853684,30,0.0015568539439745,13
38.3184,26.3523,1,239.60000000000008,4.859999999999999,1.0986122886681098,26,11.002766245816824,14
34.8695,-111.7949,2,345.5999999999999,4.918571428571428,4.0943445622221,47,3.0027984782490846,20
10.7956,106.6997,3,43.29999999999999,4.57142857142857,1.791759469228055,14,0.0004109834959521,10
55.6855,12.5696,1,200.40000000000006,4.952857142857143,4.248495242049359,30,3.001183126129129,15
43.2215,76.8918,3,45.2,4.859999999999999,0.6931471805599453,12,2.0005217943685722,5
-37.8389,144.9948,0,120.70000000000003,4.875714285714286,4.672828834461906,37,12.002879088586951,16
33.5891,-7.6405,1,76.09999999999997,4.932857142857143,4.700480365792417,13,0.0003966214494511,7
-3.0677,-59.9924,4,27.099999999999998,4.75,3.912023005428146,12,0.0003695555836817,7
41.9115,-87.6766,2,204.40000000000006,4.875714285714286,5.937536205082426,31,0.0013499149638629,17
39.7895,-86.142,2,215.49999999999994,4.541428571428571,5.087596335232384,33,2.0013631546631956,19
-15.825,-47.9532,4,53.599999999999994,4.348571428571428,2.302585092994046,24,7.0011910670887705,11
18.5536,-68.3638,2,1536.1000000000001,4.971428571428571,1.791759469228055,30,8.001600801452916,15
36.0369,-115.1727,2,222.70000000000005,4.764285714285714,1.6094379124341005,19,10.000957284894964,8
-33.8968,151.1873,0,107.89999999999998,4.878571428571428,6.415096959171596,39,0.0031851637134398,20
14.6061,-90.5519,2,50.10000000000001,4.808571428571428,3.091042453358316,27,7.001227105684128,11
-26.056,28.0261,5,58.300000000000004,4.96,5.497168225293202,57,5.00414618688628,23
-26.1649,28.0503,5,71.89999999999999,4.738571428571428,4.859812404361672,46,7.002464678004959,20
43.6553,-79.438,2,59.300000000000004,4.78,5.513428746164983,38,0.0018628698121737,14
47.3817,8.5516,1,159.8,4.691428571428572,3.7612001156935615,42,2.002948752168967,21
-15.8749,-47.9754,4,30.0,4.951428571428572,4.499809670330265,25,0.0010432708221659,10
39.7732,-105.0289,2,98.90000000000002,4.799999999999999,3.9889840465642745,48,2.0032853081050916,23
37.9704,23.7288,1,453.49999999999994,4.945714285714286,5.652489180268651,23,2.0009878540066803,12
38.7111,-9.1297,1,121.79999999999995,4.902857142857143,6.431331081933479,38,3.0025779883632513,17
-33.7108,150.3176,0,255.19999999999987,4.801428571428572,5.429345628954441,40,2.0032604841533916,23
36.8815,30.7058,1,82.19999999999999,4.828571428571428,3.258096538021482,43,3.002041825482877,20
37.1527,27.3334,1,248.79999999999995,4.754285714285714,2.302585092994046,57,8.007298688299732,21
41.0703,28.9939,1,102.49999999999996,4.767142857142858,4.718498871295094,57,2.0042125934070687,22
23.142,-82.3535,2,39.8,4.95,5.91350300563827,28,2.0014025687007306,13
21.2778,-157.7623,2,394.8000000000002,4.742857142857142,2.3978952727983707,37,2.0016465159972543,17
-30.6522,30.5205,5,95.80000000000003,4.531428571428571,2.302585092994046,37,7.00274129326642,14
-34.0294,24.9291,5,61.4,4.66857142857143,5.556828061699537,30,2.0013724698412503,17
55.9572,-3.1926,1,658.6,4.88,4.454347296253507,21,0.0009164409816463,13
24.4692,54.3396,1,177.70000000000005,4.594285714285713,4.804021044733257,54,13.005582094893814,19
15.8798,108.3061,3,15.199999999999996,4.565714285714286,3.295836866004329,22,3.001345990915415,10
-0.1817,-78.4825,4,44.000000000000014,4.8185714285714285,5.659482215759621,34,12.001661172421136,18
26.0235,-80.1158,2,175.49999999999994,4.824285714285715,2.6390573296152584,50,11.003717519789815,21
14.6667,-17.4351,1,52.4,4.378571428571428,3.367295829986474,9,0.0003485100743203,5
10.3324,123.9067,3,37.3,4.64,3.8918202981106265,22,5.001313775187048,10
52.2259,21.0222,1,92.89999999999998,4.6014285714285705,3.555348061489413,31,0.0019127340839131,7
14.6033,-90.52,2,59.699999999999996,4.802857142857143,5.484796933490655,42,2.0021935615430246,16
